"v1.053" " (as of 08.03.2006 @ 10:44:30 am) "
"407" 1 "1370-0.1" "  1370-00.01" "IBM1000 - IBM CORP,FIBM10000030A: 6 Corner 11.5x6.25x2.75" 1 1 1 "PLANETA 6 COLOR" "407" 08/03/06 38644 08/03/06 59884 21240 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x0000d1a6,0x0000ee70" "001,407,755,  1370,0" "IBM1000" "IBM CORP" "sbs1834x42" "SBS18 34.75 x 42" "" "" "100027" "FIBM10000030A" "6 Corner 11.5x6.25x2.75" " 11.08000" "  6.04000" "  2.12000" "6C" "INK" "8,426" "01/18/2004" "INTERN" "  1" "   " "  1" "fc" "0.01800" "     29,325" "GLUE" " 1" " 42.00000" " 34.12000" "" "" "" "" "         0.00" "         0.00" "" "             0.00" "Salesman #1" "     25,000" "01.22.2004" "123 Nowhere" "" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "EPIC WATERBASE" "" "" "" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"407" 2 "1384-0.1" "  1384-00.01" "IBM1000 - IBM CORP,FIBM10000030A: 6 Corner 11.5x6.25x2.75" 1 1 1 "PLANETA 6 COLOR" "407" 08/03/06 59884 08/03/06 81124 21240 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x00048c77,0x0004f20d" "001,407,764,  1384,0" "IBM1000" "IBM CORP" "sbs18" "SBS 18" "" "" "" "FIBM10000030A" "6 Corner 11.5x6.25x2.75" " 11.08000" "  6.04000" "  2.12000" "6C" "INK" "8,426" "" "" "  1" "   " "  1" "fc" "0.01800" "     29,325" "GLUE" " 1" " 42.00000" " 34.12000" "" "" "" "" "         0.00" "         0.00" "" "" "Salesman #1" "" "" "" "" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "EPIC WATERBASE" "" "" "" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"407" 3 "1663-0.1" "  1663-00.01" "HER1000 - Hershey Foods Corporation,<Multi Item>: <Multiple Items>" 2 2 2 "PLANETA 6 COLOR" "407" 08/03/06 81124 08/04/06 15964 21240 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x00048448,0x00044ef1" "001,407,607,  1663,0" "HER1000" "Hershey Foods Corporation" "SBS18-22" "SBS 18 22"" Roll" "" "" "" "<Multi Item>" "<Multiple Items>" "  3.00000" "  3.00000" "  7.00000" "RT" "INK" "11,802" "" "" "  1" "   " "  1" "FC" "0.01800" "     12,043" "GLUE" " 2" " 30.00000" " 22.00000" "" "    12,043.00" " 30.00" "  3" "    30,107.50" "    36,129.00" "" "" "" "" "" "" "" "INK FOR OFFSET ===" "INK FOR OFFSET ===" "INK FOR OFFSET ===" "INK FOR OFFSET ===" "INK FOR OFFSET ===" "EPIC WATERBASE" "EPIC WATERBASE" "" "" "" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"407" 4 "1663-0.3" "  1663-00.03" "HER1000 - Hershey Foods Corporation,<Multi Item>: <Multiple Items>" 2 2 12 "PLANETA 6 COLOR" "407" 08/09/06 1420 08/09/06 24568 23148 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x00048448,0x00044efb" "001,407,607,  1663,0" "HER1000" "Hershey Foods Corporation" "SBS18-22" "SBS 18 22"" Roll" "" "" "" "<Multi Item>" "<Multiple Items>" "  3.00000" "  3.00000" "  7.00000" "RT" "INK" "16,586" "" "" "  3" "   " "  1" "FC" "0.01800" "     16,925" "GLUE" " 2" " 30.00000" " 22.00000" "" "    16,925.00" " 30.00" "  2" "    42,312.50" "    33,850.00" "" "" "" "" "" "" "" "INK FOR OFFSET ===" "INK FOR OFFSET ===" "INK FOR OFFSET ===" "INK FOR OFFSET ===" "INK FOR OFFSET ===" "EPIC WATERBASE" "EPIC WATERBASE" "" "" "" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"408" 1 "1399-0.1" "  1399-00.01" "21S00002 - 21ST CENTURY MARBLE,<Multi Item>: <Multiple Items>" 1 1 1 "408 HEIDY 7C + COAT" "408" 08/03/06 38644 08/03/06 60424 21780 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x0004f461,0x0004fdf4" "001,408,785,  1399,0" "21S00002" "21ST CENTURY MARBLE" "SBS18" "SBS 18" "Die#2037" "PLATE# 1512" "" "<Multi Item>" "<Multiple Items>" "  2.11501" "  1.08499" "  6.00000" "RT" "INK,OB0416BGIO,OG0400ILO,OB1335DIA" "9,030" "" "" "  1" "   " "  1" "FC" "0.01800" "      9,757" "GLUE" " 1" " 37.00000" " 24.00000" "" "     9,757.00" " 37.00" " 24" "   30,084.083" "   234,168.00" "cad#12356" "" "Salesman #1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"408" 2 "1495-0.1" "  1495-00.01" "ATT1000 - AT&T Communications Corp.,FATT10000001A1: Two Piece Gift Box" 1 1 1 "408 HEIDY 7C + COAT" "408" 08/03/06 60424 08/03/06 71296 10872 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x00051427,0x00051433" "001,408,870,  1495,0" "ATT1000" "AT&T Communications Corp." "SBS18" "SBS 18" "" "" "" "FATT10000001A1" "Two Piece Gift Box" "  7.00000" "  5.00000" "  4.00000" "4C" "INK,OB0014A4HE" "610" "" "" "  1" "   " "  1" "FC" "0.01800" "        610" "GLUE" " 1" " 28.00000" " 16.00000" "" "       710.00" " 28.00" "  1" "    1,656.667" "       710.00" "" "" "Salesman #2" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"408" 3 "1346-0.2" "  1346-00.02" "IBM1000 - IBM CORP,<Multi Item>: <Multiple Items>" 1 1 1 "408 HEIDY 7C + COAT" "408" 08/03/06 71296 08/03/06 71440 144 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x0000cbe8,0x0000c214" "001,408,734,  1346,0" "IBM1000" "IBM CORP" "sbs18" "SBS 18" "" "" "" "<Multi Item>" "<Multiple Items>" "  5.00000" "  5.00000" "  0.00000" "DC" "INK" "386" "" "" "  2" "   " "  1" "fc" "0.01800" "        386" "" " 1" " 37.08000" " 27.00000" "" "       386.00" " 37.50" " 35" "     1,206.25" "    13,510.00" "" "" "Salesman #1" "" "" "" "" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "EPIC WATERBASE" "" "" "" "" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"408" 4 "1282-0.1" "  1282-00.01" "ABB1000 - Abbot Laboratories,FABB10000001A: " 1 1 1 "408 HEIDY 7C + COAT" "408" 08/03/06 71440 08/04/06 19348 34308 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x00013ae6,0x0001114f" "001,408,674,  1282,0" "ABB1000" "Abbot Laboratories" "SBS1820X30" "SBS 18 20 x 30" "" "" "" "FABB10000001A" "" "  2.00000" "  4.00000" "  3.00000" "RT" "INK" "27,368" "" "" "  1" "   " "  1" "fc" "0.01800" "     27,368" "GLUE" " 1" " 30.00000" " 20.00000" "" "" "" "" "         0.00" "         0.00" "" "" "Salesman #2" "      5,000" "11.17.2003" "123 Abbot Lane" "" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "EPIC WATERBASE" "EPIC WATERBASE" "EPIC WATERBASE" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"408" 5 "S1735-0.1" " S1735-00.01" "ABB1000 - Abbot Laboratories,FABB10000001A: " 1 1 1 "408 HEIDY 7C + COAT" "408" 08/04/06 19348 08/04/06 53656 34308 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x00014123,0x00011f71" "001,408,686, S1735,0" "ABB1000" "Abbot Laboratories" "SBS1820X30" "SBS 18 20 x 30" "" "" "" "FABB10000001A" "" "  2.00000" "  4.00000" "  3.00000" "RT" "INK" "27,368" "" "" "  1" "   " "  1" "fc" "0.01800" "     27,368" "GLUE" " 1" " 30.00000" " 20.00000" "" "" "" "" "         0.00" "         0.00" "" "" "" "" "" "" "" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "EPIC WATERBASE" "EPIC WATERBASE" "EPIC WATERBASE" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
"408" 6 "1343-0.3" "  1343-00.03" "IBM1000 - IBM CORP,<Multi Item>: <Multiple Items>" 1 1 2 "408 HEIDY 7C + COAT" "408" 08/04/06 53656 08/04/06 53800 144 no 07/31/06 86400 "Board,Material,Tooling,Dies,Artwork,Blueprint,Plates,Status-1,Status-2,Status-3,Status-4,Status-5,Status-6,Status-7" no "0x00011810,0x0001075e" "001,408,728,  1343,0" "IBM1000" "IBM CORP" "sbs18" "SBS 18" "" "" "" "<Multi Item>" "<Multiple Items>" "  5.00000" "  5.00000" "  0.00000" "DC" "INK" "386" "" "" "  3" "   " "  1" "fc" "0.01800" "        386" "" " 1" " 37.08000" " 27.00000" "" "       386.00" " 37.50" " 35" "     1,206.25" "    13,510.00" "" "" "Salesman #1" "" "" "" "" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "INK FOR OFFSET **" "EPIC WATERBASE" "" "" "" "" yes yes yes yes yes yes yes yes yes yes yes yes yes yes no no no no no no no no no no no no no no no no "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" yes
