"Due Date","Customer","Customer Name","Job ID","Resource","Type","W/F Board","W/F Litho Labels","W/F Cases","W/F Ink","W/F Plates","W/F Cuting Dies","W/F Flat Die","W/F Rotary Die","W/F Foam","W/F Foil","W/F Window","Status-12","Status-13","Status-14","Note Date","Note Time","Note",
"12/31/2049","STOCK","Customer X Status","W8975-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","IBM1000","IBM CORP","W9000-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9063-0.1","HAIRE","S","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9063-1.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-0.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-1.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-1.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-2.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-2.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-3.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-3.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-4.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-4.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-7.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-7.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-8.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-8.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-9.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-9.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-10.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9418-10.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"12/31/2049","RYACOM","Ryan's Company","W9507-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"09/14/2008","APPLE1","APPLE CORP","203512-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"02/09/2012","RYACOM","Ryan's Company","204083-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"02/09/2012","RYACOM","Ryan's Company","204083-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"02/09/2012","RYACOM","Ryan's Company","204084-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"02/09/2012","RYACOM","Ryan's Company","204084-0.2","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
"02/21/2012","RYACOM","Ryan's Company","204127-0.1","HAIRE","P","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ","No ",
